hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,customer_id,customer_name
City Hotel,0,0,2017,May,20,19,0,1,3,0.0,1,BB,AGO,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,305.0,0,0,Check-Out,2017-05-20,112223,Manish Yadav
City Hotel,0,34,2016,November,46,7,1,2,1,0.0,0,BB,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,169.2,0,0,Check-Out,2016-11-10,101370,Sahil Bansal
Resort Hotel,1,139,2016,April,15,4,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,94.0,0,1,Canceled,2016-03-08,4952,Diya Kapoor
City Hotel,0,14,2016,July,27,2,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,151.0,0,2,Check-Out,2016-07-07,92579,Sahil Bansal
Resort Hotel,1,237,2017,May,18,3,0,1,2,0.0,0,HB,RUS,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient-Party,109.8,0,0,Canceled,2016-12-29,11414,Diya Kapoor
City Hotel,0,46,2016,July,31,27,0,1,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,152.1,0,2,Check-Out,2016-07-28,93940,Diya Kapoor
City Hotel,1,86,2016,December,52,24,2,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,119.0,0,2,Canceled,2016-11-30,61837,Sahil Bansal
City Hotel,1,265,2016,April,17,20,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30.0,,0,Transient,101.0,0,0,Canceled,2015-07-30,50011,Neha Gupta
City Hotel,1,52,2017,January,1,6,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,1,1,1,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,2,Canceled,2016-12-22,78306,Riya Verma
Resort Hotel,0,47,2016,November,47,19,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Check-Out,2016-11-24,30582,Sameer Shah
City Hotel,1,47,2017,July,27,3,1,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,234.5,0,1,Canceled,2017-05-17,71462,Tanvi Jain
Resort Hotel,0,2,2017,February,8,23,0,2,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,68.0,,0,Transient-Party,0.0,0,0,Check-Out,2017-02-25,33581,Sameer Shah
Resort Hotel,0,199,2016,May,19,2,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-04,5642,Riya Verma
City Hotel,0,99,2017,June,23,9,0,1,1,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,146.16,0,0,Check-Out,2017-06-10,113722,Kritika Rao
City Hotel,0,246,2017,July,28,10,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,1,Check-Out,2017-07-11,115895,Priya Nair
City Hotel,1,97,2017,July,28,11,0,3,2,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,2,Canceled,2017-04-06,71842,Kunal Joshi
Resort Hotel,1,250,2017,June,26,26,1,4,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,132.6,0,0,Canceled,2017-05-29,12484,Diya Kapoor
Resort Hotel,1,106,2016,March,13,24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,2016-01-22,4724,Priya Nair
City Hotel,0,4,2016,September,39,20,0,1,2,1.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,152.2,0,0,Check-Out,2016-09-21,97864,Diya Kapoor
Resort Hotel,0,54,2015,September,36,5,2,5,2,0.0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,98.0,0,2,Check-Out,2015-09-12,1693,Priya Nair
City Hotel,1,179,2016,September,36,2,2,5,0,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,,0,Transient-Party,121.01,0,0,Canceled,2016-09-01,56394,Rohan Mehta
City Hotel,0,127,2017,August,33,16,2,5,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,262.0,,0,Transient,80.1,0,1,Check-Out,2017-08-23,118679,Priya Nair
Resort Hotel,0,74,2017,March,13,30,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,113.29,0,1,Check-Out,2017-04-06,34919,Sahil Bansal
Resort Hotel,1,12,2016,July,31,24,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,126.0,0,0,Canceled,2016-07-13,7250,Kunal Joshi
Resort Hotel,0,21,2017,May,22,28,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,142.0,0,3,Check-Out,2017-05-31,36941,Vivek Patel
Resort Hotel,0,0,2017,January,2,9,1,0,2,0.0,0,BB,USA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,306.0,,0,Transient,30.99,0,0,Check-Out,2017-01-10,31981,Tanvi Jain
Resort Hotel,1,80,2015,August,31,1,4,6,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,169.0,0,1,Canceled,2015-07-21,967,Neha Gupta
Resort Hotel,1,57,2017,March,10,11,2,5,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298.0,,0,Transient-Party,51.0,0,0,Canceled,2017-01-26,10613,Sahil Bansal
City Hotel,1,69,2016,June,25,12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-05-04,52874,Arjun Sharma
City Hotel,0,95,2017,March,12,25,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,72.0,0,0,Check-Out,2017-03-30,108722,Arjun Sharma
Resort Hotel,1,16,2015,July,30,25,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,134.0,0,0,Canceled,2015-07-23,775,Aisha Khan
City Hotel,0,50,2016,December,50,4,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0,Check-Out,2016-12-08,102955,Diya Kapoor
Resort Hotel,1,2,2017,February,8,22,0,4,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,36.0,0,0,Canceled,2017-02-20,10339,Neha Gupta
City Hotel,0,23,2017,August,31,3,1,3,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,147.0,0,1,Check-Out,2017-08-07,117738,Diya Kapoor
Resort Hotel,1,2,2015,October,42,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,,,0,Transient,47.0,0,0,Canceled,2015-10-12,14636,Diya Kapoor
City Hotel,0,3,2016,March,13,25,1,2,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.67,0,1,Check-Out,2016-03-28,86232,Tanvi Jain
Resort Hotel,0,23,2017,April,16,20,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,99.0,0,0,Check-Out,2017-04-23,35549,Rohan Mehta
City Hotel,0,103,2016,November,46,7,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,187.25,0,2,Check-Out,2016-11-11,101484,Kritika Rao
City Hotel,0,168,2017,May,20,14,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Check-Out,2017-05-17,111968,Riya Verma
City Hotel,0,260,2016,October,43,22,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,108.68,0,3,Check-Out,2016-10-29,100656,Sahil Bansal
Resort Hotel,1,99,2015,October,43,24,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,65.0,0,2,Canceled,2015-08-26,2763,Amit Singh
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26,91971,Arjun Sharma
City Hotel,1,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,76250,Priya Nair
Resort Hotel,0,10,2016,March,11,11,2,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,F,2,No Deposit,240.0,,0,Transient,67.5,0,1,Check-Out,2016-03-15,22083,Diya Kapoor
City Hotel,1,41,2016,April,17,21,0,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,191.58,0,0,Canceled,2016-03-11,50071,Tanvi Jain
City Hotel,0,21,2015,September,36,3,0,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,105.0,0,0,Check-Out,2015-09-05,42324,Vivek Patel
Resort Hotel,0,6,2016,November,48,25,0,1,2,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,147.0,0,0,Check-Out,2016-11-26,30648,Arjun Sharma
Resort Hotel,0,234,2016,October,44,23,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,37.4,0,2,Check-Out,2016-10-30,29606,Riya Verma
City Hotel,1,3,2015,August,34,17,1,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,38.0,0,Transient,130.0,0,0,Canceled,2015-08-17,41610,Sameer Shah
Resort Hotel,0,0,2017,July,28,15,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient-Party,195.0,0,0,Check-Out,2017-07-16,38489,Riya Verma
City Hotel,0,6,2017,July,28,14,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,172.5,0,2,Check-Out,2017-07-16,116319,Manish Yadav
Resort Hotel,0,5,2017,May,20,15,1,0,1,0.0,0,BB,GBR,Complementary,TA/TO,1,0,3,E,E,0,No Deposit,40.0,,0,Transient,0.0,1,2,Check-Out,2017-05-16,18474,Arjun Sharma
City Hotel,1,6,2015,September,39,20,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,78.0,,0,Transient,100.0,0,0,Canceled,2015-09-15,77353,Aisha Khan
Resort Hotel,0,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-05-15,36364,Vivek Patel
Resort Hotel,0,229,2017,March,13,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,52.43,0,2,Check-Out,2017-04-03,34816,Vivek Patel
Resort Hotel,1,134,2017,April,15,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,3.0,,0,Transient-Party,95.4,0,1,Canceled,2017-03-10,11064,Kunal Joshi
City Hotel,0,0,2015,October,42,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-15,78789,Kritika Rao
City Hotel,0,8,2016,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,144.5,0,1,Check-Out,2016-04-20,87550,Arjun Sharma
Resort Hotel,0,33,2017,June,23,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,118.0,1,2,Check-Out,2017-06-11,37345,Aisha Khan
City Hotel,0,13,2016,March,13,20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,85.0,0,1,Check-Out,2016-03-21,85854,Vivek Patel
City Hotel,1,115,2017,May,20,18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,190.0,0,0,Canceled,2017-01-23,68574,Neha Gupta
Resort Hotel,0,22,2017,August,34,25,1,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient-Party,314.67,0,2,Check-Out,2017-08-28,39887,Riya Verma
City Hotel,0,63,2016,April,16,13,0,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,167.45,0,1,Check-Out,2016-04-17,87359,Kritika Rao
Resort Hotel,0,9,2015,October,42,14,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,48.2,0,1,Check-Out,2015-10-19,17824,Arjun Sharma
City Hotel,1,462,2017,July,26,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Canceled,2017-06-21,71393,Amit Singh
Resort Hotel,0,8,2015,July,29,14,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,168.57,0,1,Check-Out,2015-07-21,500,Riya Verma
City Hotel,1,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,75920,Kunal Joshi
City Hotel,0,212,2016,September,40,26,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,129.65,0,1,Check-Out,2016-09-30,98566,Kunal Joshi
Resort Hotel,0,109,2016,March,11,7,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,27.5,0,1,Check-Out,2016-03-11,21895,Diya Kapoor
City Hotel,0,86,2016,October,43,20,0,3,4,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7.0,,0,Transient,192.86,0,1,Check-Out,2016-10-23,100095,Tanvi Jain
City Hotel,0,79,2017,April,17,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.75,0,1,Check-Out,2017-04-28,110530,Arjun Sharma
City Hotel,1,221,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,15,Transient,80.0,0,0,Canceled,2015-11-17,80601,Riya Verma
Resort Hotel,1,256,2016,June,25,17,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1,Canceled,2015-12-30,6660,Riya Verma
City Hotel,0,9,2015,August,35,23,2,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,0,Check-Out,2015-08-25,41862,Arjun Sharma
Resort Hotel,0,207,2016,August,33,12,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,152.0,1,0,Check-Out,2016-08-15,27016,Sameer Shah
Resort Hotel,1,147,2016,March,14,28,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,73.0,0,0,Canceled,2016-03-04,4805,Rohan Mehta
Resort Hotel,0,10,2016,October,42,9,2,0,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2016-10-11,28872,Rohan Mehta
Resort Hotel,1,32,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,69.36,0,0,Canceled,2016-03-18,5279,Neha Gupta
Resort Hotel,0,88,2016,April,16,15,2,5,2,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,314.0,,0,Transient,69.7,1,1,Check-Out,2016-04-22,23415,Sahil Bansal
Resort Hotel,1,11,2015,December,49,5,2,1,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2015-11-27,18814,Priya Nair
City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20,95587,Sahil Bansal
City Hotel,1,153,2015,August,32,3,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-05-19,74982,Vivek Patel
Resort Hotel,0,107,2015,July,27,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.7,0,2,Check-Out,2015-07-09,145,Amit Singh
City Hotel,1,177,2017,July,27,3,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-03-22,71446,Tanvi Jain
City Hotel,0,20,2017,May,21,24,0,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,120.0,0,0,Check-Out,2017-05-25,112576,Sameer Shah
Resort Hotel,0,12,2016,January,5,30,0,1,1,0.0,0,BB,LTU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,95.0,,0,Transient,25.0,0,0,Check-Out,2016-01-31,20593,Kritika Rao
Resort Hotel,1,19,2017,January,3,15,2,2,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,93.0,0,1,Canceled,2016-12-27,9970,Priya Nair
Resort Hotel,0,44,2016,April,15,6,0,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient-Party,83.0,0,2,Check-Out,2016-04-10,23016,Kunal Joshi
City Hotel,0,80,2015,October,41,9,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,50,Transient-Party,108.0,0,0,Check-Out,2015-10-11,44733,Tanvi Jain
City Hotel,1,285,2016,October,41,3,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,24,Transient,100.0,0,0,Canceled,2016-01-16,58018,Sahil Bansal
Resort Hotel,0,2,2017,February,6,10,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2017-02-12,33122,Sameer Shah
Resort Hotel,0,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19,32325,Kunal Joshi
City Hotel,1,18,2016,December,53,30,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,200.0,0,0,Canceled,2016-12-14,62111,Amit Singh
Resort Hotel,0,5,2016,March,13,20,2,2,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,171.0,,0,Transient,41.4,0,0,Check-Out,2016-03-24,22459,Aisha Khan
Resort Hotel,0,100,2016,August,32,6,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,201.0,1,0,Check-Out,2016-08-08,26778,Tanvi Jain
City Hotel,1,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,110.0,0,0,Canceled,2017-02-06,64777,Diya Kapoor
City Hotel,1,20,2016,March,14,31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,179.0,0,Transient,79.0,0,0,Canceled,2016-03-23,48914,Rohan Mehta
City Hotel,1,262,2017,May,21,24,0,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,2,Canceled,2016-09-22,69128,Sameer Shah
City Hotel,1,78,2016,April,15,5,0,4,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.33,0,0,Canceled,2016-03-18,49152,Sameer Shah
Resort Hotel,0,342,2016,September,40,29,2,4,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,201.0,,0,Transient-Party,36.0,0,0,Check-Out,2016-10-05,28600,Riya Verma
Resort Hotel,0,32,2015,August,34,21,2,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,178.33,0,2,Check-Out,2015-08-27,1357,Kritika Rao
Resort Hotel,0,53,2016,September,39,23,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,129.33,0,3,Check-Out,2016-09-26,28350,Rohan Mehta
City Hotel,0,55,2015,September,37,6,2,0,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08,42591,Neha Gupta
City Hotel,0,5,2015,December,52,22,0,5,0,2.0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-12-27,82404,Tanvi Jain
City Hotel,1,342,2015,September,39,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,74250,Riya Verma
City Hotel,1,77,2016,March,13,26,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.02,0,0,Canceled,2016-01-09,48785,Sahil Bansal
City Hotel,1,41,2016,September,39,18,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Canceled,2016-08-15,57183,Arjun Sharma
City Hotel,0,68,2017,July,28,10,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,100.0,0,1,Check-Out,2017-07-11,115914,Vivek Patel
City Hotel,0,50,2017,March,12,21,0,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.6,0,0,Check-Out,2017-03-25,108376,Rohan Mehta
Resort Hotel,1,22,2017,June,26,29,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,0,0,Canceled,2017-06-28,12524,Kritika Rao
Resort Hotel,0,91,2015,July,29,17,1,2,2,1.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,118.5,0,3,Check-Out,2015-07-20,606,Vivek Patel
City Hotel,1,42,2017,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.25,0,0,Canceled,2017-03-05,66409,Arjun Sharma
Resort Hotel,0,5,2017,January,3,19,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,3,Check-Out,2017-01-22,32384,Riya Verma
City Hotel,0,6,2016,May,20,9,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2016-05-11,88782,Diya Kapoor
City Hotel,1,50,2016,January,5,29,1,2,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.9,0,0,Canceled,2015-12-23,47058,Kritika Rao
City Hotel,0,177,2017,August,33,16,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,354.0,,0,Transient,121.77,0,0,Check-Out,2017-08-20,118541,Amit Singh
City Hotel,1,24,2016,February,9,22,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,72.8,0,0,Canceled,2016-02-01,47552,Diya Kapoor
Resort Hotel,0,31,2016,April,16,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,41.4,0,0,Check-Out,2016-04-23,23445,Aisha Khan
City Hotel,0,30,2017,June,23,4,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.33,0,1,Check-Out,2017-06-07,113513,Diya Kapoor
Resort Hotel,0,3,2016,March,10,4,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,58.0,0,1,Check-Out,2016-03-09,21832,Vivek Patel
City Hotel,1,150,2016,October,41,3,1,2,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2016-05-24,58010,Arjun Sharma
City Hotel,0,159,2016,May,22,26,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,7,No Deposit,9.0,,0,Transient,119.85,0,1,Check-Out,2016-05-29,51968,Aisha Khan
Resort Hotel,0,287,2015,October,42,15,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,37.0,0,0,Check-Out,2015-10-19,17781,Vivek Patel
